No Decimal Found,
59.91254,17.99405
57.64221,15.2722
64.62352,21.08531
65.7063,21.4626
64.39512,18.5627
65.79661,21.92035
59.72532,16.36838
56.88563,16.2129
60.05567,14.96313
57.41043,18.72109
58.69513,16.54242
60.46022,16.07973
65.88787,18.81166
59.97466,16.0279
56.83561,14.09468
61.76964,15.00123
59.81687,16.02596
60.69306,14.05778
63.46172,15.0573
67.43149,23.36002
61.7858,14.41707
60.85704,15.55855
58.89311,12.46924
57.28284,15.28153
60.04101,14.69134
60.9332,15.77991
64.01565,19.35444
59.16081,14.39968
63.74135,20.18107
59.79169,14.48001
60.13603,17.75165
57.0105,15.44394
65.39407,20.39665
62.0354,14.76231
64.18298,20.93401
56.88563,16.2129
61.13027,14.97785
58.79885,14.31942
65.89268,21.6144
59.85569,14.43811
67.25478,20.24381
57.53404,14.21741
63.20212,14.73458
58.82402,15.41828
56.99757,13.58802
64.8815,21.0649
59.24087,14.36665
59.84484,16.23222
67.03338,19.79745
57.52418,15.82764
59.35115,14.85768
59.72687,14.91376
60.10465,13.80784
56.88563,16.2129
59.56533,15.41916
58.97249,15.60084
56.89948,14.07709
60.14489,16.7631
66.68403,20.36746
59.68844,15.48361
65.32103,16.03244
59.65438,13.54436
61.09384,14.72943
60.5814,15.92296
58.24943,16.66812
60.20847,17.12355
60.36751,15.32947
62.51379,17.83172
60.17534,17.72029
61.34648,14.76842
62.84676,16.9555
66.61431,18.95347
58.04259,13.40828
60.67656,16.36989
60.94677,15.10392
60.38892,14.74544
59.32734,14.81545
62.84352,18.33464
58.84114,15.32033
57.78359,16.31073
59.84243,16.26173
62.15552,15.50734
57.53507,16.06866
65.95832,21.59788
63.699,20.3779
65.57062,18.2819
60.45704,15.27206
65.36854,22.42619
66.03141,19.75743
56.96463,14.10721
60.64706,16.75274
58.32336,12.46462
65.98856,21.59498
58.23419,11.9826
59.68183,15.70842
57.07844,15.27441
61.39749,17.03586
60.04118,15.03612
59.92829,15.76387
58.34798,13.88842
63.59535,19.59498
59.84364,16.81523
60.33838,17.78433
60.13716,17.70473
60.92364,16.24238
59.69041,15.7085
56.89281,15.87818
65.52791,17.92446
59.01935,15.19452
60.15146,13.25709
66.43345,20.56518
61.00893,12.39097
65.09401,16.91737
63.88096,19.81063
57.29719,16.06682
59.93306,18.4144
56.69055,14.28273
59.61939,12.29114
60.35681,15.49977
66.44792,23.11316
59.82734,16.22227
63.24463,14.53279
57.47401,14.75198
56.92774,15.09444
64.06426,19.99432
63.70359,20.29821
65.21949,16.77602
65.64905,17.56335
60.33255,17.51037
59.68844,15.48361
63.79841,19.86504
59.84394,14.00133
59.85121,16.27399
57.22147,14.78579
56.41183,13.48056
60.94371,13.96058
59.65516,16.01525
57.69822,15.08975
59.30499,12.9415
65.08709,18.96645
57.9101,16.54878
62.61055,18.06116
64.44215,16.81819
63.49832,15.25587
57.80026,13.59595
59.8116,15.9395
60.14206,17.70142
58.84114,15.32033
64.62625,19.71685
57.54976,12.88469
62.77777,17.20609
56.74848,15.03294
58.04756,12.967
62.83671,16.13125
60.13858,17.66828
56.72737,14.27669
63.86262,16.18726
57.59788,15.25248
60.65921,15.11946
64.06925,19.32963
56.2453,13.1861
58.04756,12.967
57.28284,15.28153
59.01067,14.46348
59.33544,14.81006
62.39468,16.46448
59.95118,17.31947
56.58912,14.20149
56.86928,16.24272
65.80091,21.92027
59.92834,15.75041
57.2116,16.39163
59.35115,14.85768
60.16082,17.70826
58.61119,15.5936
59.8586,18.88687
60.57093,17.9837
64.19258,16.66696
60.49604,14.83898
57.80866,14.04145
59.87857,13.51664
66.66089,18.81752
60.474,17.57636
60.24838,17.22156
64.83449,21.08673
57.65887,16.57477
58.01286,12.94047
57.42705,14.77481
62.79914,13.05319
60.2726,17.24103
56.88563,16.2129
62.14751,15.37733
57.70429,13.71245
59.98675,12.80409
62.23585,17.60605
58.62866,11.61914
59.96624,16.04515
60.39548,18.15078
62.89964,12.7191
56.95834,13.92194
62.51379,17.83172
59.57372,15.10481
64.54681,20.0778
65.07179,19.53245
61.47041,16.23956
59.63027,14.53453
58.71574,16.48844
56.72532,13.21906
60.41271,15.1049
57.14427,15.26142
60.33309,16.97952
67.0347,20.92664
58.62866,11.61914
64.54282,18.62399
56.75755,14.7947
59.33629,14.81522
57.99721,13.42783
62.60434,12.61858
59.34661,14.81457
65.59983,18.14727
66.3444,23.40016
60.04873,18.47393
62.34021,13.48031
60.28789,17.24486
65.47356,21.9656
59.35115,14.85768
61.94186,15.35806
60.46056,13.88391
63.41857,13.03301
57.59185,15.25019
57.70515,16.23483
64.95681,20.76955
66.51193,20.24204
59.75072,16.19116
56.41183,13.48056
58.78987,15.32632
60.29,13.24208
56.69775,13.93436
56.57818,15.44772
60.20289,17.70998
63.167,12.37616
58.29395,13.88814
64.14321,18.03333
67.74372,20.653
59.32748,14.2013
61.72119,17.3232
66.24761,23.24789
64.40249,18.39976
58.57424,15.29397
59.34919,14.86002
63.62917,15.25431
59.64075,14.616
57.9134,12.71307
65.42612,18.8196
60.51319,17.80609
57.28232,13.95469
60.41674,12.69557
60.51319,17.80609
44.12664,6.46865
44.12664,6.46865
52.3,6.4
64.5,13.3
52.3,6.4
64.48,13.31
53.1,9.85
52.3,6.4
52.3,6.4
65.98505,29.24552
52.3,6.4
52.3,6.4
64.542816,25.799778
58.6102,23.8526
53.15,9.95
53.1,9.85
52.3,6.35
64.678015,25.534796
52.3,6.4
52.3,6.4
52.3,6.4
52.3,6.4
53.1,9.85
52.3,6.4
53.1,9.85
68.721542,27.870979
69.1471,29.2115
53.1,9.85
53.1,9.8
52.3,6.4
53.15,9.95
46.704727,7.458588
53.1,9.85
53.15,9.95
52.3,6.4
52.3,6.4
52.35,6.4
52.3,6.4
59.092815,26.896324
52.3,6.4
50.380253,12.606806
52.3,6.4
53.1,9.85
52.3,6.4
52.3,6.4
53.1,9.85
52.3,6.4
53.1,9.85
46.4298,9.8676
52.35,6.4
53.1,9.85
53.1,9.85
52.3,6.4
52.3,6.4
52.3,6.4
64.084137,19.323552
64.480362,13.323716
60.234224,17.165632
52.3,6.4
52.3,6.4
64.47,13.31
61.92,15.45
53.119315,9.89045
52.3,6.4
53.1,9.85
53.1,9.85
64.711666,16.454545
61.947993,15.349074
52.3,6.4
53.1,9.85
60.008942,10.804397
66.178314,12.568275
60.792632,10.410621
61.144234,10.925185
60.345199,11.053338
66.43527,14.045222
66.320574,14.030095
59.668101,10.345655
59.640144,7.439443
59.459261,9.408667
66.730706,13.354086
62.772223,8.297559
58.818766,7.46703
60.007316,11.731674
63.989093,10.740689
58.589846,6.578201
63.652512,11.567911
59.187364,11.411901
60.050896,9.408927
61.05157,11.161037
61.007306,10.378919
61.26777,10.518086
60.822973,10.606525
59.391671,9.423067
61.102288,10.964342
59.819555,5.221799
58.867038,6.805367
60.238461,12.115273
60.424785,11.774048
59.557499,9.945572
61.123309,10.956707
62.822659,9.726688
63.313492,10.640113
59.445153,8.868851
59.445368,10.849142
69.840291,18.51426
63.233961,9.048245
59.308723,8.189644
60.863562,11.683417
64.054121,10.12316
69.213181,29.156799
59.773306,11.913376
59.340528,9.762531
62.804732,10.1357
59.495026,5.480999
59.670074,9.653449
63.300906,10.617718
59.782377,10.95032
62.266096,8.069216
63.229919,8.245079
59.342374,9.521037
68.791597,17.758992
66.259279,13.097051
66.182657,12.563056
58.241216,7.453331
61.045077,10.285638
58.878225,7.495498
60.024538,10.48166
58.242998,6.981994
59.858362,8.603642
68.319796,14.231263
63.892282,10.971744
62.429496,10.845298
58.829104,6.293624
61.058521,10.324868
63.515505,9.238607
69.14729,29.214129
60.977414,11.11861
60.336224,5.42551
61.067649,6.612553
58.788061,7.949426
65.67397,11.883867
63.014727,8.689925
63.652839,11.317749
63.354823,12.037182
60.538202,10.553695
60.689237,5.965559
63.548336,9.009725
61.808207,4.849393
68.216583,14.322335
69.245618,29.224577
68.204382,13.667948
61.358475,7.306977
63.31072,11.101246
59.51517,9.55255
63.640852,10.90897
58.507361,7.091597
58.272049,6.561771
60.094015,9.273632
58.822998,6.285108
69.731386,18.979453
63.368956,9.686426
60.38554,9.183558
62.726286,9.907151
60.346942,5.500825
68.8647,15.557249
59.189098,11.422393
63.132016,10.428057
62.686337,11.385194
63.207779,10.420736
59.317126,5.563994
59.801405,9.730569
58.595164,6.791856
62.973978,10.509426
68.222783,14.459058
58.639675,8.259021
61.289186,5.324656
69.422486,29.814896
60.977793,11.183666
61.032842,10.83573
69.520676,18.203389
59.551181,8.989648
64.281766,10.968519
58.492975,7.375636
62.456891,11.006006
60.754845,11.880606
60.791338,11.734728
68.838347,17.053554
68.358368,14.487059
63.300906,10.617718
58.65516,7.105099
60.996746,8.978365
66.825242,15.455856
67.085484,15.335428
66.822937,13.343306
60.505583,8.82443
58.822998,6.285108
67.285204,14.798487
60.518743,6.07695
61.02987,8.873945
59.86114,11.328564
60.891083,11.198641
68.60271,14.493742
63.252573,8.969705
64.87452,11.445399
59.640048,10.087784
60.491264,10.695845
62.624641,11.794583
60.755117,12.302742
61.262436,10.49005
61.252803,10.672201
69.230798,29.162584
58.822998,6.285108
59.871544,9.317057
58.625025,8.524302
60.921964,9.043924
69.414272,29.390882
63.531949,9.999156
59.808431,5.179731
59.614654,5.766699
59.997121,11.600547
60.687575,5.124907
63.805984,11.177863
68.249562,14.88415
59.703689,6.511941
63.05312,8.865968
59.11995,8.864387
59.770484,7.627299
69.394721,19.073758
59.705357,10.971888
66.433169,14.054538
59.08468,8.819615
60.819916,10.434794
59.894559,11.827722
61.857329,11.026703
63.537718,10.091135
60.875273,8.970091
58.963833,11.469222
68.121688,13.635878
60.517372,8.403551
59.034554,11.502271
64.346241,12.434301
62.456891,11.006006
58.929288,5.918038
59.881503,9.189649
58.248978,7.149925
60.692074,5.115268
59.544024,9.900306
62.030591,6.38527
59.045146,8.680133
61.058521,10.324868
63.137042,11.101111
61.353842,9.667355
63.831033,9.852219
60.639941,11.710806
66.520594,13.188185
65.443321,12.101924
59.55256,9.145326
58.440915,8.156694
58.818766,7.46703
61.076426,6.524715
60.748161,8.368193
63.282334,9.874596
60.846154,11.72005
62.655097,11.851716
67.090628,14.307009
62.001177,6.367906
61.076735,11.102243
63.655119,11.560069
60.936551,11.15607
59.127529,8.808017
58.829104,6.293624
63.649797,11.434368
69.458494,30.001206
61.660711,9.23858
60.564485,8.584525
61.043534,10.89386
68.698198,15.413797
63.301076,11.67844
60.863562,11.683417
60.195933,10.704864
68.41259,14.710416
62.662428,11.775584
69.244806,29.221927
59.644938,5.946003
63.966763,11.95805
63.403408,10.601522
61.594989,9.43974
64.67133,13.673904
60.948794,8.85667
67.089139,15.262691
60.145163,11.582967
60.826805,6.453057
63.066466,9.138732
61.890436,8.47644
61.765777,9.091957
66.435015,14.04568
59.052833,6.079456
65.113955,11.777443
63.006541,10.573144
63.87207,10.801846
61.481252,5.727955
62.666656,11.679886
60.574289,5.939724
59.119323,6.176672
63.138816,10.015757
60.647027,9.488419
60.540902,9.458793
59.926135,10.908593
69.488701,30.015373
66.265636,13.038211
63.040852,9.386757
60.194875,10.881167
59.145045,8.786575
59.801997,10.033194
63.297185,8.940456
59.280462,9.960547
63.621665,10.239599
60.815891,9.139388
58.908962,6.904586
63.156271,10.364753
59.624476,11.669681
63.64681,10.928149
60.431324,10.924259
62.478575,11.6462
60.399179,6.130104
60.049497,11.702748
63.502963,8.917252
60.183496,10.846627
60.162742,11.948429
60.891083,11.198641
68.085417,15.561417
63.804504,12.349751
63.11944,9.061621
63.006541,10.573144
60.74777,8.995666
60.367988,12.545117
63.929231,12.096058
59.064099,5.692139
62.989411,9.410517
63.491274,10.049049
61.842614,12.003082
63.58256,11.136028
60.422843,11.075293
60.688397,5.120388
60.779952,10.365624
68.237132,14.113746
62.645006,6.526359
63.604573,9.631593
61.252803,10.672201
63.838389,10.852098
62.937982,8.99095
63.336931,9.086881
59.80492,11.863394
59.339351,9.481763
59.294653,8.916112
59.760184,9.789382
62.621551,9.456322
60.72595,4.978338
59.420571,9.40811
63.012118,9.440063
60.324018,8.519218
68.756058,16.574222
60.038601,10.816614
69.339756,19.967465
59.932158,9.027961
63.032034,8.732577
60.100844,10.869462
59.791463,11.540441
61.020779,9.823158
60.710766,8.396661
64.050745,10.098932
59.45466,11.524208
68.766315,16.542799
63.021566,8.740644
63.038625,8.751199
60.393787,10.807272
62.69299,11.381834
62.576885,11.320255
69.348414,29.612272
59.463004,6.182484
63.787428,9.689516
63.682091,12.263109
59.705357,10.971888
68.477208,15.46077
64.166525,11.792517
59.306765,9.37692
60.477819,8.368238
59.955248,11.763205
61.416636,5.744421
62.429496,10.845298
60.396206,10.737805
61.079324,11.129237
61.192982,11.412934
68.355492,15.390072
63.308017,8.434516
58.484035,5.945248
60.747471,8.600695
62.993425,11.714157
63.014242,9.269841
61.538676,9.701563
65.386688,12.517745
69.219145,29.150448
68.768131,16.22502
64.048158,11.529365
60.862941,9.169823
68.35591,14.504055
66.180063,12.545476
58.401381,7.142945
63.549845,11.099997
58.981466,11.585878
60.378051,10.712518
59.254405,9.872737
62.775691,11.816242
59.801672,5.192029
59.767553,7.625134
58.822998,6.285108
60.543575,10.991085
59.391671,9.423067
68.358368,14.487059
60.944968,8.952278
68.836547,17.034331
63.033158,8.804927
59.020939,11.672251
60.995718,10.96419
60.546415,11.06878
60.0383,11.901635
63.17139,10.013305
60.254113,5.355432
63.226747,11.012178
62.757336,11.825422
66.355812,14.006316
66.818577,13.948851
63.437348,11.914931
59.127529,8.808017
59.298134,5.197607
63.238836,10.530986
69.404772,29.793282
59.152384,8.811072
64.224852,12.314843
58.921485,6.880197
62.707328,9.930049
59.391676,9.441276
60.722537,11.466006
63.637821,10.397694
58.186113,7.227575
60.490056,10.573692
58.473679,8.518921
58.829104,6.293624
64.930524,13.597763
58.592472,6.152948
60.145163,11.582967
63.590732,10.385019
58.622205,7.156348
66.4267,14.070833
61.291296,4.762859
60.681215,8.577096
61.396615,11.973321
60.693248,8.379701
68.306763,14.70711
60.377198,5.244598
60.011888,11.599595
59.805056,5.896568
63.138182,10.094522
60.810836,5.255692
69.787855,18.768798
60.948794,8.85667
61.043534,10.89386
58.115985,7.693244
62.807536,11.831118
59.779334,10.041548
58.961365,8.750795
59.455363,11.529059
69.212627,29.152649
59.777525,9.218934
60.505583,8.82443
58.234033,6.703597
68.745757,17.048174
67.05908,15.277405
58.828318,6.257089
60.013724,10.829613
59.616498,9.412763
59.790798,8.078001
59.780622,9.196916
59.36434,9.291491
67.275073,14.855009
59.283408,7.453322
59.891419,10.024318
58.981466,11.585878
58.151815,7.665028
58.955723,11.461263
59.806944,10.118569
62.887718,7.436946
60.875561,8.946951
61.353842,9.667355
58.920576,6.85384
59.060367,8.878975
60.425854,10.300155
61.03034,11.182633
59.488162,8.984626
59.839718,8.317843
62.435952,11.816951
59.552473,10.88786
59.761605,9.761067
59.00922,6.896887
65.008064,13.216967
61.1987,5.330055
68.381203,15.873869
62.84167,8.22855
63.657977,10.208688
58.219345,6.934482
60.505583,8.82443
62.740645,11.324073
60.107394,11.580739
64.166525,11.792517
62.963338,9.12797
58.188002,7.978432
63.324847,10.679289
62.994674,9.440934
61.02987,8.873945
67.272262,14.730574
59.271999,9.688645
61.022886,10.322936
60.11333,10.414519
61.005146,10.454917
68.241845,14.510801
59.403968,9.384673
60.04894,10.714817
59.294304,8.392654
62.658777,9.811561
59.246101,5.261271
58.484749,7.394437
59.307182,7.687315
61.057461,11.162609
68.762723,14.707676
61.041794,10.820944
68.387259,15.895824
58.956872,8.150442
64.483559,13.342731
61.318383,12.118597
58.964727,11.565504
63.419667,8.762598
59.9043,10.067518
59.438471,8.986216
58.495275,6.806158
63.537718,10.091135
67.28119,14.812626
60.594182,10.555052
59.674687,10.963597
59.800628,9.109564
60.807164,4.951514
68.80528,15.580659
59.291386,10.009918
63.537718,10.091135
58.891385,7.507706
58.687182,6.071623
63.066466,9.138732
59.777077,11.847548
59.172507,11.431457
63.414132,11.88455
63.300914,10.699681
62.984895,9.505622
68.283252,13.858364
61.538676,9.701563
58.12083,6.776271
59.36462,10.053666
61.576587,10.278856
58.193996,6.735855
68.242867,14.550354
63.276659,10.394191
63.397463,11.878279
63.40798,11.158468
60.379392,11.692795
65.692473,11.919754
60.503819,12.323673
68.403589,14.515526
59.687874,10.945478
66.055711,12.523476
58.822998,6.285108
59.65634,7.888646
63.289926,10.587786
62.899056,11.875225
63.043357,9.938529
68.240153,14.323323
63.197698,11.251013
63.148908,10.419532
63.736486,10.815438
63.161569,9.980301
68.124523,15.598257
62.429496,10.845298
68.138453,13.768002
59.344312,11.554293
59.751361,10.951604
62.963424,8.747273
58.484021,7.972746
67.01819,14.596563
63.980925,10.647345
59.204504,11.646128
62.828669,7.629311
58.372831,6.895827
60.619084,8.625408
64.066365,10.47114
58.882691,5.798302
60.649788,4.823899
59.749284,11.873689
61.041794,10.820944
66.18274,12.555861
64.127733,10.65958
61.851612,8.309012
63.386958,11.904339
58.692098,8.658762
60.852542,9.040447
58.103343,7.432247
62.825954,9.678961
63.254732,9.712082
68.749114,17.092191
59.060612,7.382121
63.511226,9.966431
61.019278,9.984217
67.271641,15.047643
62.727278,11.320255
65.947994,12.49005
58.772178,7.020972
59.192853,11.428367
68.617279,14.548944
70.047698,22.2631
66.158667,12.619991
60.495463,8.859688
59.419442,5.335705
